"","ImageNumber","ObjectNumber","Intensity_MeanIntensity_FullStackFiltered_c1","Intensity_MeanIntensity_FullStackFiltered_c10","Intensity_MeanIntensity_FullStackFiltered_c11","Intensity_MeanIntensity_FullStackFiltered_c12","Intensity_MeanIntensity_FullStackFiltered_c13","Intensity_MeanIntensity_FullStackFiltered_c14","Intensity_MeanIntensity_FullStackFiltered_c15","Intensity_MeanIntensity_FullStackFiltered_c16","Intensity_MeanIntensity_FullStackFiltered_c17","Intensity_MeanIntensity_FullStackFiltered_c18","Intensity_MeanIntensity_FullStackFiltered_c2","Intensity_MeanIntensity_FullStackFiltered_c3","Intensity_MeanIntensity_FullStackFiltered_c4","Intensity_MeanIntensity_FullStackFiltered_c5","Intensity_MeanIntensity_FullStackFiltered_c6","Intensity_MeanIntensity_FullStackFiltered_c7","Intensity_MeanIntensity_FullStackFiltered_c8","Intensity_MeanIntensity_FullStackFiltered_c9"
"49",4,13,3.89314085972329e-05,1.1026211025525e-05,0.00015797268213347,4.38435594806422e-05,4.02900886288142e-05,8.80529174313255e-05,0.00010696992402488,0.000108798916375086,5.38246320203355e-06,0.000165654450004333,4.71357457110122e-05,1.66699588490165e-05,8.70077789454938e-05,1.25416618299811e-05,2.28362759154239e-05,0.000378653675011576,8.20433711377929e-06,1.78196111834315e-05
"50",4,14,3.22520235468718e-05,5.20193928175352e-06,5.93021078119901e-05,3.01712478341704e-05,4.99386171048338e-05,3.22520235468718e-05,3.81475547328591e-06,7.62951094657183e-06,2.77436761693521e-06,5.54873523387042e-05,3.5026391163807e-05,1.49122259410268e-05,2.08077571270141e-06,1.87269814143127e-05,6.93591904233802e-06,1.94205733185465e-05,5.54873523387042e-06,5.89553118598732e-06
"51",5,1,3.31857049564173e-05,6.72250614872762e-06,9.76363988267583e-05,2.19815280418713e-05,2.34754182971441e-05,1.67529121484165e-05,2.43290698715857e-05,1.69663250420269e-05,2.24083538290921e-06,4.81246075091454e-05,5.41001685302366e-05,7.68286416997443e-06,1.32315994038448e-05,9.71028665927324e-06,1.16310027017668e-05,5.89019586364706e-05,1.70730314888321e-05,3.58533661265473e-05
"52",5,2,2.45341136321133e-05,4.48794761563049e-06,0.000390750639067561,2.66284891860742e-05,2.06445590319002e-05,1.67550044316871e-05,3.23132228325395e-05,1.97469695087741e-05,2.09437555396089e-06,6.73192142344573e-05,3.88955460021309e-05,1.40622358623089e-05,5.89417120186137e-05,7.47991269271748e-06,7.18071618500878e-05,3.65019739404613e-05,2.96204542631612e-05,4.24859040946353e-05
"53",5,3,2.54580572517733e-05,6.64123232654957e-06,0.000169035175168607,2.3797749170136e-05,2.37186868805342e-05,3.04389814966855e-05,3.47874074247835e-06,8.22247811858518e-06,1.58124579203561e-06,4.27726986745633e-05,4.63305017066434e-05,1.18593434402671e-05,7.11560606416025e-06,9.25028788340833e-06,7.58997980177094e-06,1.51008973139401e-05,5.92967172013354e-06,7.7481043809745e-06
"54",5,4,3.20107741888774e-05,1.12784074862366e-05,4.49477710113253e-05,1.85762005655662e-05,5.58944606303197e-05,3.71524011311324e-05,3.64889653966479e-06,7.96122881381408e-06,2.15616613707465e-06,3.7981695799238e-05,6.84997395855253e-05,1.26052789552056e-05,1.99030720345352e-06,1.80786237647028e-05,8.12708774743521e-06,1.75810469638394e-05,5.63920374311831e-06,1.0449112818131e-05
"55",5,5,1.83108262717724e-05,8.85023269802332e-06,3.90630960464478e-05,2.01419088989496e-05,3.87579156085849e-05,2.68558785319328e-05,9.15541313588619e-06,1.98367284610868e-05,3.3569848164916e-06,2.77714198455214e-05,3.11284046620131e-05,1.00709544494748e-05,8.54505226016045e-06,1.22072175145149e-05,3.05180437862873e-06,1.52590218931437e-05,4.5777065679431e-06,1.34279392659664e-05
"56",5,6,3.69428951097162e-05,1.28497026468578e-05,0.000226476009150869,0.000162762900193532,8.88771099740999e-05,3.3998171586478e-05,5.56820448030505e-05,9.26249399127667e-05,7.22795773885752e-06,0.000180163539194486,3.96199164944783e-05,5.70205554954315e-05,0.00023343626475125,2.86441288169539e-05,2.56994052937156e-05,6.1571491849527e-05,2.67702138476204e-06,2.56994052937156e-05
"57",5,7,2.37667499270907e-05,5.54374536405579e-06,9.48474454365188e-05,3.1945146553272e-05,4.2538640169735e-05,6.25729674754812e-05,4.44597400483682e-06,8.89194800967364e-06,3.01887123785216e-06,5.36810194658075e-05,4.27581944415788e-05,1.42161391018856e-05,5.06072596599944e-05,1.75643417475035e-05,7.19040240288424e-06,2.16260957766137e-05,5.26930252425105e-06,9.44083368928312e-06
"58",5,8,2.32083326997514e-05,8.04068219518947e-06,4.71476365081564e-05,2.23859902025161e-05,3.05180437862873e-05,3.71881551527513e-05,3.47211276610454e-06,7.12696830937249e-06,1.46194221730718e-06,3.67312982098428e-05,4.54115801251042e-05,1.27919944014378e-05,3.01525582319605e-06,1.37970796758365e-05,6.3959972007189e-06,1.40711938415816e-05,4.38582665192153e-06,8.68028191526136e-06
"59",5,9,2.1945559576656e-05,8.05813515705339e-06,1.85165658928035e-05,2.16883850503671e-05,2.47744793658344e-05,2.24599086292339e-05,3.94334273643038e-06,6.94371220980133e-06,2.14312105240782e-06,2.906072147065e-05,4.74915625213572e-05,9.00110842011283e-06,1.11442294725206e-05,1.04584307357501e-05,9.51545747269071e-06,1.75735926297441e-05,5.14349052577876e-06,6.17218863093451e-06
"60",5,10,2.38040741533041e-05,5.49324788153172e-06,1.64797436445951e-05,2.07522697746754e-05,1.83108262717724e-05,2.68558785319328e-05,2.44144350290298e-06,7.32433050870895e-06,4.27252613008022e-06,4.0894178673625e-05,6.22568093240261e-05,6.10360875725746e-06,1.83108262717724e-06,6.71396963298321e-06,8.54505226016045e-06,1.46486610174179e-05,5.49324788153172e-06,9.76577401161194e-06
"61",5,11,1.94976390856836e-05,1.69544687701596e-06,5.17111297489868e-05,2.54317031552394e-05,1.94976390856836e-05,5.51020235030187e-05,1.35635750161277e-05,1.01726812620958e-05,8.47723438507981e-07,4.4929342240923e-05,2.79748734707634e-05,1.18681281391117e-05,6.69701516421305e-05,2.11930859626995e-05,2.54317031552394e-06,3.81475547328591e-05,7.62951094657183e-06,7.62951094657183e-06
"62",5,12,1.94071055145808e-05,1.22961050206886e-05,2.99254604117963e-05,1.8073792921976e-05,3.22957939097604e-05,3.28883772842514e-05,1.9258959670958e-06,5.18510452679639e-06,2.22218765434131e-06,3.30365231278741e-05,5.52583996712872e-05,5.48139621404189e-06,4.14808362143711e-06,8.29616724287422e-06,5.33325037041914e-06,1.89626679837125e-05,5.33325037041914e-06,4.29622946505986e-06
"63",5,13,5.57782972573341e-05,1.06870303146736e-05,0.000640536020143648,4.54341663110457e-05,6.91513726243589e-05,2.46316046290072e-05,4.15479734693462e-05,5.56068475731415e-05,5.20064042050963e-06,0.000158476658088717,4.0747874943114e-05,4.2119472416655e-05,6.44079313616962e-05,1.20014778934838e-05,3.11466926283269e-05,0.000108756249672855,1.65163195772229e-05,3.74331810487232e-05
"64",5,14,2.35821247439493e-05,1.2762091037902e-05,2.27498144588687e-05,1.55364586548372e-05,4.16155142540281e-05,3.19052275947549e-05,5.54873523387042e-06,8.32310285080563e-06,2.21949409354817e-06,4.05057672072541e-05,5.71519729088653e-05,6.93591904233802e-06,1.66462057016113e-06,7.76822932741859e-06,5.54873523387042e-06,1.66462057016113e-05,8.04566608911211e-06,5.82617199556394e-06
"65",5,15,1.99215008049375e-05,2.96703203477793e-06,7.29042157116864e-05,2.35243254185965e-05,2.33123945589695e-05,1.97095699453106e-05,2.96703203477793e-06,7.62951094657183e-06,1.69544687701596e-06,3.72998312943512e-05,3.41208683999462e-05,1.14442664198577e-05,1.18681281391117e-05,6.78178750806385e-06,7.84144180619882e-06,2.26766019800885e-05,5.08634063104788e-06,7.84144180619882e-06
"66",5,16,3.46795952116901e-05,7.86070824798309e-06,0.000293158178189487,2.54317031552394e-05,4.39274872681408e-05,2.35821247439493e-05,3.56043844173352e-05,1.2947048879031e-05,4.62394602822535e-06,0.000109587520868941,3.09804383891098e-05,0.000343559189897143,5.45625631330591e-05,9.71028665927324e-06,1.15598650705634e-05,3.00556491834648e-05,1.34094434818535e-05,1.47966272903211e-05
"67",5,17,2.44144350290298e-05,4.16155142540281e-06,0.000193650859662078,5.18806744366884e-05,6.74171330915256e-05,4.27252613008022e-05,2.05303203653206e-05,0.000117355750196359,2.49693085524169e-06,8.43407755548304e-05,8.46182123165239e-05,1.41492748463696e-05,5.29904214834625e-05,9.71028665927324e-06,1.83108262717724e-05,3.16277908330614e-05,8.87797637419267e-06,1.16523439911279e-05
"68",5,18,2.20082046535726e-05,1.46721364357151e-05,8.93533108935047e-05,3.40393565308589e-05,3.9027882919002e-05,3.33057497090732e-05,9.14074099945048e-05,1.26180373347149e-05,5.28196911685742e-06,9.49287227390764e-05,5.13524775250027e-05,1.46721364357151e-05,4.76844434160739e-05,1.90737773664296e-05,2.45024678476441e-05,0.000557834627285886,3.49196847170018e-05,8.95000322578618e-06
"69",5,19,1.74006390009533e-05,5.62174490800029e-06,5.24696191413361e-05,2.06130646626677e-05,2.67702138476204e-05,2.14161710780964e-05,0.000146433069746484,7.76336201580993e-06,4.55093635409548e-06,3.50689801403828e-05,2.75733202630491e-05,1.49913197546674e-05,4.36354485716213e-05,1.1778894092953e-05,3.02503416478111e-05,0.000163833708747437,5.7555959772384e-05,6.96025560038132e-06
"70",6,1,3.35198185849385e-05,9.00532439595363e-06,0.000796971209041896,9.48060540574007e-05,0.000109064484350994,6.80402287694274e-05,4.8278544678307e-05,4.30254387806674e-05,6.00354959730242e-06,8.25488069629083e-05,3.95233681822409e-05,2.72661210877485e-05,9.98090120551528e-05,1.20070991946048e-05,2.00118319910081e-05,0.000282416978973101,8.00473279640323e-06,3.45204101844889e-05
"71",6,2,3.70310409357998e-05,8.74602474363112e-06,5.76865461813967e-05,4.03805823269777e-05,6.06639163068882e-05,4.11249248583506e-05,1.00486241735336e-05,1.07929667049065e-05,5.02431208676681e-06,5.17318059304139e-05,4.33579524524692e-05,1.52590218931437e-05,4.65214082108038e-06,1.56311931588301e-05,1.28399086661819e-05,2.28885328397155e-05,5.02431208676681e-06,1.50729362603004e-05
"72",6,3,3.81475547328591e-05,1.01726812620958e-05,0.000128248445911422,0.000238331389569101,0.000130791616226946,3.99641049582334e-05,4.72303058597304e-05,7.66584195107931e-05,5.08634063104788e-06,0.000167122620734431,5.23166464907782e-05,2.397846297494e-05,0.000181655022537424,4.21439652286825e-05,2.14352926594161e-05,7.26620090149698e-05,6.90289085642213e-06,4.72303058597304e-05
"73",6,4,2.72268822014916e-05,9.47455607744214e-06,3.00193829401061e-05,1.91485764933567e-05,3.3809205371083e-05,2.9520722093925e-05,2.99196507708699e-06,5.18607280028412e-06,1.59571470777973e-06,4.16880467407454e-05,5.03647454642977e-05,1.18681281391117e-05,2.69276856937829e-06,9.47455607744214e-06,5.48526930799282e-06,1.39625036930726e-05,6.48259100035515e-06,5.98393015417398e-06
"74",6,5,3.43327992595732e-05,5.08634063104788e-06,2.67032883130014e-05,3.05180437862873e-05,3.43327992595732e-05,3.43327992595732e-05,2.54317031552394e-06,5.08634063104788e-06,1.27158515776197e-06,3.94191398906211e-05,5.21349914682408e-05,8.9010961043338e-06,1.27158515776197e-06,7.62951094657183e-06,8.9010961043338e-06,3.17896289440493e-05,7.62951094657183e-06,3.81475547328591e-06
"75",6,6,3.04024451355817e-05,7.74510959727746e-06,4.10375210005e-05,2.82060707721746e-05,4.53146710766084e-05,2.50849072031225e-05,4.16155142540281e-06,1.00570826113901e-05,1.73397976058451e-06,4.78578413921324e-05,2.79748734707634e-05,1.67618043523169e-05,5.08634063104788e-06,1.06350758649183e-05,6.82032039163239e-06,2.53161045045338e-05,3.58355817187465e-06,8.09190554939436e-06
"76",6,7,2.03957223324197e-05,6.64749468612199e-06,0.000217252212696441,3.67123001983555e-05,2.64388993198034e-05,4.36619537338467e-05,0.00013461176739397,3.95828092673627e-05,3.32374734306099e-06,0.000110287980019751,3.61079824996172e-05,1.3294989372244e-05,7.14605678758114e-05,9.06476548107544e-06,3.08202026356565e-05,0.000184467977539885,1.51079424684591e-05,2.79496935666493e-05
"77",7,1,2.47959105763584e-05,8.9010961043338e-06,0.000137966989617174,6.93013910980274e-05,8.01098649390042e-05,2.28885328397155e-05,3.87833473117401e-05,1.20800589987387e-05,6.99371836769084e-06,0.00010299839777872,7.24803539924324e-05,2.47959105763584e-05,0.000132244856407245,9.53688868321478e-06,2.47959105763584e-05,0.000340149029701327,4.4505480521669e-06,5.72213320992887e-06
"78",7,2,3.68899430383693e-05,5.53349145575539e-06,0.000355317224083202,2.90089097528995e-05,4.71185181535535e-05,3.23625409382058e-05,0.000158962118183519,3.45424012086549e-05,4.5274021001635e-06,0.000212620217148419,6.85817577395138e-05,1.84449715191846e-05,0.000112346644707761,1.92833793155112e-05,1.99541055525725e-05,3.6722261479104e-05,6.62342159097994e-05,2.85058650751035e-05
"79",7,3,1.94845971866296e-05,3.28655856160017e-06,1.29114800634292e-05,8.92065895291475e-06,2.53534517609156e-05,2.3944926663087e-05,1.64327928080009e-06,6.57311712320034e-06,1.87803346377153e-06,2.30059099312012e-05,5.44629704493743e-05,7.74688803805755e-06,3.99082111051449e-06,8.21639640400043e-06,4.92983784240026e-06,1.10334465996577e-05,7.04262548914322e-06,4.22557529348594e-06
"80",7,4,1.50682841194794e-05,6.19897764408961e-05,4.52048523584381e-05,3.2234683749266e-05,2.95643549179658e-05,2.02182040084153e-05,0.000124742503976449,2.44144350290298e-05,3.24254215229303e-06,5.76028076466173e-05,2.72755016339943e-05,1.62127107614651e-05,6.9047074066475e-05,1.01091020042077e-05,2.23163195187226e-05,0.000336652173427865,4.78751811897382e-05,9.34615090955049e-06
"81",7,5,3.47566609788272e-05,6.78178750806385e-06,0.000110204047006037,5.25588531874948e-05,5.29827149067488e-05,3.72998312943512e-05,8.9010961043338e-06,1.01726812620958e-05,1.69544687701596e-06,6.27315344495906e-05,4.5353203960177e-05,2.20408094012075e-05,9.74881954284178e-05,2.50078414359854e-05,1.14442664198577e-05,0.000759984062622405,1.18681281391117e-05,1.14442664198577e-05
"82",7,6,2.14632395859603e-05,8.71944108179637e-06,6.90848024173097e-05,2.34754182971441e-05,2.56552785675932e-05,8.82005001735556e-05,6.50604449949422e-05,1.5426703452409e-05,1.1737709148572e-06,5.29873727278395e-05,5.49995514390233e-05,9.39016731885763e-06,4.14173451385328e-05,6.87494392987791e-06,6.87494392987791e-06,0.000149739632423926,1.5426703452409e-05,7.04262548914322e-06
"83",7,7,2.74662394076586e-05,6.10360875725746e-06,4.94713551904026e-05,2.87512096723444e-05,4.72226572272025e-05,2.63418904260585e-05,4.81863849257168e-06,1.0440383400572e-05,2.24869796320012e-06,4.99532190396597e-05,3.56579248450304e-05,1.4455915477715e-05,3.5336682278859e-06,1.22072175145149e-05,5.94298747417174e-06,2.63418904260585e-05,6.42485132342891e-06,7.38857902194324e-06
"84",7,8,2.57495994446799e-05,1.04905775515363e-05,0.000282927697602039,4.35517916533475e-05,4.4505480521669e-05,2.41601179974775e-05,3.02001474968468e-05,2.22527402608345e-05,1.58948144720246e-06,6.00823987042531e-05,4.35517916533475e-05,1.81200884981081e-05,3.33791103912517e-05,5.08634063104788e-06,1.46232293142627e-05,4.16444139167046e-05,1.01726812620958e-05,1.08084738409768e-05
"85",7,9,1.94205733185465e-05,9.90845577476861e-07,2.79418452848475e-05,1.7042543932602e-05,2.51674776679123e-05,1.7042543932602e-05,2.77436761693521e-06,5.74690434936579e-06,9.90845577476861e-07,3.26979040567364e-05,3.34905805187179e-05,1.12956395832362e-05,2.97253673243058e-06,1.14938086987316e-05,3.76521319441207e-06,1.0106624890264e-05,4.55788965639356e-06,4.55788965639356e-06
"86",7,10,1.96556892182867e-05,1.06037270782863e-05,9.15541313588619e-05,6.15533425520032e-05,6.72431473257178e-05,5.35358903708599e-05,7.68123644451469e-05,3.00007888068587e-05,4.13803983542879e-06,0.000110433938108006,4.03458883954307e-05,1.34486294651436e-05,6.49154999182891e-05,1.44831394240008e-05,2.48282390125727e-05,0.00018284963522801,2.79317688891443e-05,9.05196214000047e-06
"87",8,1,1.84435134186693e-05,4.11330155380394e-06,5.36056073463481e-05,1.92396363000507e-05,2.79969879952462e-05,2.77316137014524e-05,0.000113182136303057,2.4149060735236e-05,3.98061440690704e-06,6.28937076291312e-05,4.32560098883898e-05,2.03011334752259e-05,4.35213841821836e-05,4.64405014139155e-06,2.826236228904e-05,0.000103761348873377,1.77800776841848e-05,5.17479872897915e-06
"88",8,2,2.14065415047699e-05,4.61063970871967e-06,6.65249443686695e-05,3.80926661648982e-05,4.5777065679431e-05,3.04082666503654e-05,5.65352249997768e-05,6.36707388347001e-06,3.62264548542259e-06,7.1245361213311e-05,2.46998555824268e-05,1.31732563106276e-05,4.98388197085411e-05,9.66038796112692e-06,1.44905819416904e-05,2.60171812134895e-05,4.06175402911018e-06,5.48885679609484e-06
"89",8,3,1.5968743841662e-05,4.25833169110986e-06,4.29381778853577e-05,3.01631828120282e-05,1.66784657901803e-05,7.02624729033126e-05,9.22638533073802e-05,3.86798461942479e-05,1.41944389703662e-06,0.000110716623968856,5.9616643675538e-05,1.10006902020338e-05,4.3647899833876e-05,8.51666338221971e-06,2.16465194298084e-05,0.000275017255050845,5.00353973705408e-05,1.24201340990704e-05
"90",8,4,7.28202826979727e-05,4.07914446648395e-06,0.000193381663596276,2.44748667989037e-05,3.00648055122335e-05,3.47482676774558e-05,4.36619537338467e-05,0.000104849120731106,3.47482676774558e-06,5.96763727504133e-05,3.55036648008788e-05,7.25181238486035e-06,7.90145391100409e-05,8.15828893296789e-06,2.87050906900722e-05,1.79784515374663e-05,7.05540913277038e-05,2.8402931840703e-05
"91",8,5,2.12625714904461e-05,6.50384539707762e-06,3.90230723824657e-05,1.72602050922445e-05,4.22749950810045e-05,4.15245513813417e-05,4.50266219797682e-06,6.75399329696522e-06,2.00118319910081e-06,4.27752908807798e-05,5.97853480731366e-05,1.0005915995504e-05,2.25133109898841e-06,1.50088739932561e-05,5.50325379752722e-06,1.75103529921321e-05,7.00414119685282e-06,5.75340169741482e-06
"92",8,6,2.22631630899965e-05,9.25547229584123e-06,0.000242143167091198,3.47705580843765e-05,5.02797278774078e-05,6.42880102711134e-05,7.05417077683035e-05,1.35079865939304e-05,3.50207059842641e-06,7.40437783667299e-05,2.92673042868493e-05,2.77664168875237e-05,0.000100559455754816,1.47587260933685e-05,2.37640504893221e-05,0.000257402188984341,0.000128826168442114,8.00473279640323e-06
"93",8,7,8.56852767845759e-05,2.31819755684298e-05,0.000281998462294443,4.31360811210023e-05,4.40164093071452e-05,5.42869048121457e-05,9.59557722895764e-05,7.68819949231469e-05,2.05409910100011e-06,0.000105345939608434,2.729017377043e-05,0.000480072308654109,8.65656049707188e-05,1.61393500792866e-05,1.32049227921435e-05,2.84639446852872e-05,2.28885328397155e-05,5.72213320992887e-05
"94",8,8,1.69544687701596e-05,6.78178750806385e-06,2.76922989912607e-05,1.61067453316516e-05,2.57142776347421e-05,3.41915120198219e-05,3.95604271303724e-06,9.04238334408513e-06,3.10831927452926e-06,2.23233838807102e-05,6.41444068471039e-05,8.75980886458247e-06,4.80376615154522e-06,8.47723438507981e-06,3.95604271303724e-06,1.80847666881703e-05,5.65148959005321e-06,9.04238334408513e-06
"95",8,9,2.40216285248499e-05,5.28777986396067e-06,0.000119654904350196,3.21799174578178e-05,3.61079824996172e-05,8.35469218505786e-05,6.48130731896894e-05,1.02734008785522e-05,3.62590619243018e-06,4.51727479806926e-05,1.9942484058366e-05,2.87050906900722e-05,0.000183561500991778,9.6690831798138e-06,2.82518524160184e-05,7.62951094657183e-05,5.95252933257287e-05,8.61152720702167e-06
"96",8,10,2.18984436329085e-05,1.14151461490693e-05,4.43792926815857e-05,2.16654814666009e-05,4.19331899353566e-05,3.0168600536826e-05,4.07683791038189e-06,6.87238390607233e-06,2.44610274622914e-06,4.05354169375114e-05,4.90385360077365e-05,7.80423257130248e-06,3.37795141145928e-06,6.6394217397648e-06,5.59109199138088e-06,2.39951031296763e-05,6.6394217397648e-06,6.6394217397648e-06
"97",8,11,2.82693458230872e-05,4.81863849257168e-06,3.45335758634304e-05,2.02382816688011e-05,2.9554316087773e-05,2.45750563121156e-05,5.46112362491457e-06,7.38857902194324e-06,2.24869796320012e-06,3.48548184296018e-05,2.89118309554301e-05,1.18859749483435e-05,3.5336682278859e-06,9.79789826822908e-06,5.13988105874313e-06,1.41346729115436e-05,4.65801720948596e-06,5.30050234182885e-06
"98",8,12,2.33971669028203e-05,3.72998312943512e-06,3.76389206697543e-05,3.18744012879001e-05,3.79780100451575e-05,1.83108262717724e-05,2.03453625241915e-06,8.47723438507981e-06,3.39089375403192e-07,3.11962225370937e-05,2.37362562782235e-05,1.11899493883053e-05,3.39089375403192e-06,6.78178750806385e-06,6.44269813266065e-06,2.27189881520139e-05,4.74725125564469e-06,3.72998312943512e-06
"99",8,13,3.3602314168944e-05,6.98019086601252e-06,2.7109113363351e-05,2.11029026181774e-05,3.3602314168944e-05,2.7109113363351e-05,1.94796024167791e-06,6.16854076531339e-06,1.46097018125843e-06,5.2270266485024e-05,7.01265687004049e-05,8.60349106741078e-06,2.92194036251687e-06,7.79184096671165e-06,8.11650100699131e-06,2.15898926785969e-05,9.57747118824974e-06,5.03223062433461e-06
"100",8,14,4.42511634901166e-05,2.28885328397155e-06,0.000181200884981081,3.20439459756017e-05,3.01365682389587e-05,2.32700083870441e-05,2.78477149549872e-05,0.000136568245943636,3.05180437862873e-06,7.89654382970184e-05,6.56137941405177e-05,1.90737773664296e-05,7.13359273504466e-05,1.10627908725291e-05,1.18257419671863e-05,2.28885328397155e-05,3.39513237122446e-05,3.08995193336159e-05
